"","circRNA","miRNAs"
"66434","hsa_circ_0001050","hsa-miR-1178"
"66435","hsa_circ_0001050","hsa-miR-1200"
"66436","hsa_circ_0001050","hsa-miR-1253"
"66437","hsa_circ_0001050","hsa-miR-496"
"66438","hsa_circ_0001050","hsa-miR-578"
"66439","hsa_circ_0001050","hsa-miR-653"
"66440","hsa_circ_0001051","hsa-miR-1228"
"66441","hsa_circ_0001051","hsa-miR-1245"
"66442","hsa_circ_0001051","hsa-miR-1280"
"66443","hsa_circ_0001051","hsa-miR-1287"
"66444","hsa_circ_0001051","hsa-miR-1299"
"66445","hsa_circ_0001051","hsa-miR-1303"
"66446","hsa_circ_0001051","hsa-miR-1304"
"66447","hsa_circ_0001051","hsa-miR-142-3p"
"66448","hsa_circ_0001051","hsa-miR-1825"
"66449","hsa_circ_0001051","hsa-miR-1827"
"66450","hsa_circ_0001051","hsa-miR-338-5p"
"66451","hsa_circ_0001051","hsa-miR-346"
"66452","hsa_circ_0001051","hsa-miR-433"
"66453","hsa_circ_0001051","hsa-miR-486-3p"
"66454","hsa_circ_0001051","hsa-miR-494"
"66455","hsa_circ_0001051","hsa-miR-507"
"66456","hsa_circ_0001051","hsa-miR-516b"
"66457","hsa_circ_0001051","hsa-miR-520f"
"66458","hsa_circ_0001051","hsa-miR-526b"
"66459","hsa_circ_0001051","hsa-miR-557"
"66460","hsa_circ_0001051","hsa-miR-576-5p"
"66461","hsa_circ_0001051","hsa-miR-578"
"66462","hsa_circ_0001051","hsa-miR-581"
"66463","hsa_circ_0001051","hsa-miR-595"
"66464","hsa_circ_0001051","hsa-miR-605"
"66465","hsa_circ_0001051","hsa-miR-606"
"66466","hsa_circ_0001051","hsa-miR-622"
"66467","hsa_circ_0001051","hsa-miR-636"
"66468","hsa_circ_0001051","hsa-miR-637"
"66469","hsa_circ_0001051","hsa-miR-643"
"66470","hsa_circ_0001051","hsa-miR-661"
"66471","hsa_circ_0001051","hsa-miR-758"
"66472","hsa_circ_0001051","hsa-miR-767-3p"
"66473","hsa_circ_0001051","hsa-miR-877"
"66474","hsa_circ_0001051","hsa-miR-891b"
"66475","hsa_circ_0007092","hsa-miR-1248"
"66476","hsa_circ_0007092","hsa-miR-1256"
"66477","hsa_circ_0007092","hsa-miR-1281"
"66478","hsa_circ_0007092","hsa-miR-1299"
"66479","hsa_circ_0007092","hsa-miR-153"
"66480","hsa_circ_0007092","hsa-miR-182"
"66481","hsa_circ_0007092","hsa-miR-192"
"66482","hsa_circ_0007092","hsa-miR-215"
"66483","hsa_circ_0007092","hsa-miR-369-5p"
"66484","hsa_circ_0007092","hsa-miR-492"
"66485","hsa_circ_0007092","hsa-miR-503"
"66486","hsa_circ_0007092","hsa-miR-516b"
"66487","hsa_circ_0007092","hsa-miR-548c-3p"
"66488","hsa_circ_0007092","hsa-miR-548g"
"66489","hsa_circ_0007092","hsa-miR-646"
"66490","hsa_circ_0007092","hsa-miR-885-3p"
"66491","hsa_circ_0007092","hsa-miR-885-5p"
"66492","hsa_circ_0055904","hsa-miR-1236"
"66493","hsa_circ_0055904","hsa-miR-1243"
"66494","hsa_circ_0055904","hsa-miR-1261"
"66495","hsa_circ_0055904","hsa-miR-1287"
"66496","hsa_circ_0055904","hsa-miR-1288"
"66497","hsa_circ_0055904","hsa-miR-1299"
"66498","hsa_circ_0055904","hsa-miR-1305"
"66499","hsa_circ_0055904","hsa-miR-136"
"66500","hsa_circ_0055904","hsa-miR-140-3p"
"66501","hsa_circ_0055904","hsa-miR-144"
"66502","hsa_circ_0055904","hsa-miR-203"
"66503","hsa_circ_0055904","hsa-miR-450b-3p"
"66504","hsa_circ_0055904","hsa-miR-507"
"66505","hsa_circ_0055904","hsa-miR-513a-3p"
"66506","hsa_circ_0055904","hsa-miR-515-5p"
"66507","hsa_circ_0055904","hsa-miR-516b"
"66508","hsa_circ_0055904","hsa-miR-557"
"66509","hsa_circ_0055904","hsa-miR-576-5p"
"66510","hsa_circ_0055904","hsa-miR-623"
"66511","hsa_circ_0055904","hsa-miR-626"
"66512","hsa_circ_0055904","hsa-miR-638"
"66513","hsa_circ_0055904","hsa-miR-640"
"66514","hsa_circ_0055904","hsa-miR-665"
"66515","hsa_circ_0055904","hsa-miR-767-5p"
"66516","hsa_circ_0055904","hsa-miR-769-3p"
"66517","hsa_circ_0055904","hsa-miR-888"
"66518","hsa_circ_0055904","hsa-miR-889"
"66519","hsa_circ_0004029","hsa-miR-1204"
"66520","hsa_circ_0004029","hsa-miR-1236"
"66521","hsa_circ_0004029","hsa-miR-1279"
"66522","hsa_circ_0004029","hsa-miR-1281"
"66523","hsa_circ_0004029","hsa-miR-1825"
"66524","hsa_circ_0004029","hsa-miR-197"
"66525","hsa_circ_0004029","hsa-miR-223"
"66526","hsa_circ_0004029","hsa-miR-555"
"66527","hsa_circ_0004029","hsa-miR-576-5p"
"66528","hsa_circ_0004029","hsa-miR-935"
"66529","hsa_circ_0001060","hsa-miR-1236"
"66530","hsa_circ_0001060","hsa-miR-1279"
"66531","hsa_circ_0001060","hsa-miR-197"
"66532","hsa_circ_0001060","hsa-miR-555"
"66533","hsa_circ_0001060","hsa-miR-576-5p"
"66534","hsa_circ_0002374","hsa-miR-1179"
"66535","hsa_circ_0002374","hsa-miR-1184"
"66536","hsa_circ_0002374","hsa-miR-1256"
"66537","hsa_circ_0002374","hsa-miR-1265"
"66538","hsa_circ_0002374","hsa-miR-127-5p"
"66539","hsa_circ_0002374","hsa-miR-1299"
"66540","hsa_circ_0002374","hsa-miR-151-3p"
"66541","hsa_circ_0002374","hsa-miR-153"
"66542","hsa_circ_0002374","hsa-miR-370"
"66543","hsa_circ_0002374","hsa-miR-382"
"66544","hsa_circ_0002374","hsa-miR-503"
"66545","hsa_circ_0002374","hsa-miR-508-3p"
"66546","hsa_circ_0002374","hsa-miR-513a-3p"
"66547","hsa_circ_0002374","hsa-miR-515-5p"
"66548","hsa_circ_0002374","hsa-miR-516a-5p"
"66549","hsa_circ_0002374","hsa-miR-516b"
"66550","hsa_circ_0002374","hsa-miR-548c-3p"
"66551","hsa_circ_0002374","hsa-miR-574-5p"
"66552","hsa_circ_0002374","hsa-miR-578"
"66553","hsa_circ_0002374","hsa-miR-581"
"66554","hsa_circ_0002374","hsa-miR-640"
"66555","hsa_circ_0002374","hsa-miR-646"
"66556","hsa_circ_0002374","hsa-miR-654-3p"
"66557","hsa_circ_0002374","hsa-miR-885-3p"
"66558","hsa_circ_0002374","hsa-miR-924"
"66559","hsa_circ_0007052","hsa-miR-1231"
"66560","hsa_circ_0007052","hsa-miR-1248"
"66561","hsa_circ_0007052","hsa-miR-1286"
"66562","hsa_circ_0007052","hsa-miR-338-3p"
"66563","hsa_circ_0007052","hsa-miR-375"
"66564","hsa_circ_0007052","hsa-miR-545"
"66565","hsa_circ_0007052","hsa-miR-548p"
"66566","hsa_circ_0007052","hsa-miR-577"
"66567","hsa_circ_0007052","hsa-miR-607"
"66568","hsa_circ_0007052","hsa-miR-637"
"66569","hsa_circ_0007052","hsa-miR-639"
"66570","hsa_circ_0007052","hsa-miR-646"
"66571","hsa_circ_0007052","hsa-miR-767-5p"
"66572","hsa_circ_0007052","hsa-miR-940"
"66573","hsa_circ_0002847","hsa-miR-1183"
"66574","hsa_circ_0002847","hsa-miR-1825"
"66575","hsa_circ_0002847","hsa-miR-375"
"66576","hsa_circ_0002847","hsa-miR-516a-5p"
"66577","hsa_circ_0002847","hsa-miR-576-3p"
"66578","hsa_circ_0002847","hsa-miR-607"
"66579","hsa_circ_0002847","hsa-miR-936"
"66580","hsa_circ_0003192","hsa-miR-1197"
"66581","hsa_circ_0003192","hsa-miR-1206"
"66582","hsa_circ_0003192","hsa-miR-1238"
"66583","hsa_circ_0003192","hsa-miR-1246"
"66584","hsa_circ_0003192","hsa-miR-1248"
"66585","hsa_circ_0003192","hsa-miR-1281"
"66586","hsa_circ_0003192","hsa-miR-1287"
"66587","hsa_circ_0003192","hsa-miR-1289"
"66588","hsa_circ_0003192","hsa-miR-1298"
"66589","hsa_circ_0003192","hsa-miR-1299"
"66590","hsa_circ_0003192","hsa-miR-1825"
"66591","hsa_circ_0003192","hsa-miR-217"
"66592","hsa_circ_0003192","hsa-miR-326"
"66593","hsa_circ_0003192","hsa-miR-330-5p"
"66594","hsa_circ_0003192","hsa-miR-337-3p"
"66595","hsa_circ_0003192","hsa-miR-421"
"66596","hsa_circ_0003192","hsa-miR-488"
"66597","hsa_circ_0003192","hsa-miR-508-3p"
"66598","hsa_circ_0003192","hsa-miR-513a-5p"
"66599","hsa_circ_0003192","hsa-miR-515-5p"
"66600","hsa_circ_0003192","hsa-miR-516b"
"66601","hsa_circ_0003192","hsa-miR-543"
"66602","hsa_circ_0003192","hsa-miR-548p"
"66603","hsa_circ_0003192","hsa-miR-584"
"66604","hsa_circ_0003192","hsa-miR-587"
"66605","hsa_circ_0003192","hsa-miR-589"
"66606","hsa_circ_0003192","hsa-miR-598"
"66607","hsa_circ_0003192","hsa-miR-607"
"66608","hsa_circ_0003192","hsa-miR-616"
"66609","hsa_circ_0003192","hsa-miR-626"
"66610","hsa_circ_0003192","hsa-miR-649"
"66611","hsa_circ_0003192","hsa-miR-653"
"66612","hsa_circ_0003192","hsa-miR-661"
"66613","hsa_circ_0003192","hsa-miR-891a"
"66614","hsa_circ_0001069","hsa-miR-1206"
"66615","hsa_circ_0001069","hsa-miR-1225-5p"
"66616","hsa_circ_0001069","hsa-miR-1264"
"66617","hsa_circ_0001069","hsa-miR-127-5p"
"66618","hsa_circ_0001069","hsa-miR-1289"
"66619","hsa_circ_0001069","hsa-miR-1292"
"66620","hsa_circ_0001069","hsa-miR-149"
"66621","hsa_circ_0001069","hsa-miR-188-3p"
"66622","hsa_circ_0001069","hsa-miR-326"
"66623","hsa_circ_0001069","hsa-miR-330-3p"
"66624","hsa_circ_0001069","hsa-miR-330-5p"
"66625","hsa_circ_0001069","hsa-miR-383"
"66626","hsa_circ_0001069","hsa-miR-432"
"66627","hsa_circ_0001069","hsa-miR-488"
"66628","hsa_circ_0001069","hsa-miR-513a-3p"
"66629","hsa_circ_0001069","hsa-miR-526b"
"66630","hsa_circ_0001069","hsa-miR-556-3p"
"66631","hsa_circ_0001069","hsa-miR-566"
"66632","hsa_circ_0001069","hsa-miR-578"
"66633","hsa_circ_0001069","hsa-miR-593"
"66634","hsa_circ_0001069","hsa-miR-607"
"66635","hsa_circ_0001069","hsa-miR-616"
"66636","hsa_circ_0001069","hsa-miR-618"
"66637","hsa_circ_0001069","hsa-miR-625"
"66638","hsa_circ_0001069","hsa-miR-626"
"66639","hsa_circ_0001069","hsa-miR-630"
"66640","hsa_circ_0001069","hsa-miR-635"
"66641","hsa_circ_0001069","hsa-miR-643"
"66642","hsa_circ_0001069","hsa-miR-657"
"66643","hsa_circ_0001069","hsa-miR-659"
"66644","hsa_circ_0001069","hsa-miR-889"
"66645","hsa_circ_0001069","hsa-miR-892b"
"66646","hsa_circ_0001069","hsa-miR-924"
"66647","hsa_circ_0001069","hsa-miR-942"
"66648","hsa_circ_0056576","hsa-miR-1257"
"66649","hsa_circ_0056576","hsa-miR-1265"
"66650","hsa_circ_0056576","hsa-miR-1287"
"66651","hsa_circ_0056576","hsa-miR-1288"
"66652","hsa_circ_0056576","hsa-miR-140-3p"
"66653","hsa_circ_0056576","hsa-miR-1827"
"66654","hsa_circ_0056576","hsa-miR-338-3p"
"66655","hsa_circ_0056576","hsa-miR-346"
"66656","hsa_circ_0056576","hsa-miR-370"
"66657","hsa_circ_0056576","hsa-miR-433"
"66658","hsa_circ_0056576","hsa-miR-450b-3p"
"66659","hsa_circ_0056576","hsa-miR-548b-3p"
"66660","hsa_circ_0056576","hsa-miR-548g"
"66661","hsa_circ_0056576","hsa-miR-576-3p"
"66662","hsa_circ_0056576","hsa-miR-582-3p"
"66663","hsa_circ_0056576","hsa-miR-604"
"66664","hsa_circ_0056576","hsa-miR-626"
"66665","hsa_circ_0056576","hsa-miR-629"
"66666","hsa_circ_0056576","hsa-miR-638"
"66667","hsa_circ_0056576","hsa-miR-647"
"66668","hsa_circ_0056576","hsa-miR-653"
"66669","hsa_circ_0056576","hsa-miR-657"
"66670","hsa_circ_0056576","hsa-miR-769-3p"
"66671","hsa_circ_0056576","hsa-miR-769-5p"
"66672","hsa_circ_0056576","hsa-miR-876-3p"
"66673","hsa_circ_0056576","hsa-miR-892b"
"66674","hsa_circ_0056576","hsa-miR-940"
"66675","hsa_circ_0002981","hsa-miR-1183"
"66676","hsa_circ_0002981","hsa-miR-1184"
"66677","hsa_circ_0002981","hsa-miR-1200"
"66678","hsa_circ_0002981","hsa-miR-1205"
"66679","hsa_circ_0002981","hsa-miR-1206"
"66680","hsa_circ_0002981","hsa-miR-1243"
"66681","hsa_circ_0002981","hsa-miR-1257"
"66682","hsa_circ_0002981","hsa-miR-1258"
"66683","hsa_circ_0002981","hsa-miR-1288"
"66684","hsa_circ_0002981","hsa-miR-1299"
"66685","hsa_circ_0002981","hsa-miR-151-3p"
"66686","hsa_circ_0002981","hsa-miR-186"
"66687","hsa_circ_0002981","hsa-miR-194"
"66688","hsa_circ_0002981","hsa-miR-370"
"66689","hsa_circ_0002981","hsa-miR-411"
"66690","hsa_circ_0002981","hsa-miR-515-5p"
"66691","hsa_circ_0002981","hsa-miR-516b"
"66692","hsa_circ_0002981","hsa-miR-548g"
"66693","hsa_circ_0002981","hsa-miR-548p"
"66694","hsa_circ_0002981","hsa-miR-570"
"66695","hsa_circ_0002981","hsa-miR-578"
"66696","hsa_circ_0002981","hsa-miR-593"
"66697","hsa_circ_0002981","hsa-miR-607"
"66698","hsa_circ_0002981","hsa-miR-633"
"66699","hsa_circ_0002981","hsa-miR-643"
"66700","hsa_circ_0002981","hsa-miR-645"
"66701","hsa_circ_0002981","hsa-miR-657"
"66702","hsa_circ_0002981","hsa-miR-758"
"66703","hsa_circ_0002981","hsa-miR-940"
"66704","hsa_circ_0001072","hsa-miR-1178"
"66705","hsa_circ_0001072","hsa-miR-1272"
"66706","hsa_circ_0001072","hsa-miR-127-5p"
"66707","hsa_circ_0001072","hsa-miR-1286"
"66708","hsa_circ_0001072","hsa-miR-142-5p"
"66709","hsa_circ_0001072","hsa-miR-155"
"66710","hsa_circ_0001072","hsa-miR-507"
"66711","hsa_circ_0001072","hsa-miR-515-5p"
"66712","hsa_circ_0001072","hsa-miR-526b"
"66713","hsa_circ_0001072","hsa-miR-557"
"66714","hsa_circ_0001072","hsa-miR-618"
"66715","hsa_circ_0001072","hsa-miR-891b"
"66716","hsa_circ_0004491","hsa-miR-1200"
"66717","hsa_circ_0004491","hsa-miR-1251"
"66718","hsa_circ_0004491","hsa-miR-1257"
"66719","hsa_circ_0004491","hsa-miR-1305"
"66720","hsa_circ_0004491","hsa-miR-1324"
"66721","hsa_circ_0004491","hsa-miR-136"
"66722","hsa_circ_0004491","hsa-miR-149"
"66723","hsa_circ_0004491","hsa-miR-155"
"66724","hsa_circ_0004491","hsa-miR-421"
"66725","hsa_circ_0004491","hsa-miR-488"
"66726","hsa_circ_0004491","hsa-miR-595"
"66727","hsa_circ_0004491","hsa-miR-607"
"66728","hsa_circ_0004491","hsa-miR-615-5p"
"66729","hsa_circ_0004491","hsa-miR-646"
"66730","hsa_circ_0004491","hsa-miR-767-3p"
"66731","hsa_circ_0004491","hsa-miR-942"
"66732","hsa_circ_0005882","hsa-miR-1179"
"66733","hsa_circ_0005882","hsa-miR-1200"
"66734","hsa_circ_0005882","hsa-miR-1231"
"66735","hsa_circ_0005882","hsa-miR-1248"
"66736","hsa_circ_0005882","hsa-miR-1290"
"66737","hsa_circ_0005882","hsa-miR-1299"
"66738","hsa_circ_0005882","hsa-miR-296-5p"
"66739","hsa_circ_0005882","hsa-miR-326"
"66740","hsa_circ_0005882","hsa-miR-330-5p"
"66741","hsa_circ_0005882","hsa-miR-375"
"66742","hsa_circ_0005882","hsa-miR-516b"
"66743","hsa_circ_0005882","hsa-miR-517a"
"66744","hsa_circ_0005882","hsa-miR-517b"
"66745","hsa_circ_0005882","hsa-miR-517c"
"66746","hsa_circ_0005882","hsa-miR-578"
"66747","hsa_circ_0005882","hsa-miR-623"
"66748","hsa_circ_0005882","hsa-miR-643"
"66749","hsa_circ_0005882","hsa-miR-646"
"66750","hsa_circ_0005882","hsa-miR-654-3p"
"66751","hsa_circ_0005882","hsa-miR-668"
"66752","hsa_circ_0005882","hsa-miR-7"
"66753","hsa_circ_0005882","hsa-miR-873"
"66754","hsa_circ_0005882","hsa-miR-942"
"66755","hsa_circ_0001079","hsa-miR-1236"
"66756","hsa_circ_0001079","hsa-miR-1256"
"66757","hsa_circ_0001079","hsa-miR-1257"
"66758","hsa_circ_0001079","hsa-miR-136"
"66759","hsa_circ_0001079","hsa-miR-140-3p"
"66760","hsa_circ_0001079","hsa-miR-153"
"66761","hsa_circ_0001079","hsa-miR-433"
"66762","hsa_circ_0001079","hsa-miR-450b-3p"
"66763","hsa_circ_0001079","hsa-miR-556-3p"
"66764","hsa_circ_0001079","hsa-miR-578"
"66765","hsa_circ_0001079","hsa-miR-581"
"66766","hsa_circ_0001079","hsa-miR-583"
"66767","hsa_circ_0001079","hsa-miR-604"
"66768","hsa_circ_0001079","hsa-miR-605"
"66769","hsa_circ_0001079","hsa-miR-607"
"66770","hsa_circ_0001079","hsa-miR-629"
"66771","hsa_circ_0001079","hsa-miR-633"
"66772","hsa_circ_0001079","hsa-miR-634"
"66773","hsa_circ_0001079","hsa-miR-640"
"66774","hsa_circ_0001079","hsa-miR-647"
"66775","hsa_circ_0001079","hsa-miR-661"
"66776","hsa_circ_0001079","hsa-miR-769-3p"
"66777","hsa_circ_0007024","hsa-miR-1244"
"66778","hsa_circ_0007024","hsa-miR-1265"
"66779","hsa_circ_0007024","hsa-miR-1279"
"66780","hsa_circ_0007024","hsa-miR-1286"
"66781","hsa_circ_0007024","hsa-miR-182"
"66782","hsa_circ_0007024","hsa-miR-223"
"66783","hsa_circ_0007024","hsa-miR-377"
"66784","hsa_circ_0007024","hsa-miR-495"
"66785","hsa_circ_0007024","hsa-miR-548m"
"66786","hsa_circ_0007024","hsa-miR-570"
"66787","hsa_circ_0007024","hsa-miR-624"
"66788","hsa_circ_0007024","hsa-miR-633"
"66789","hsa_circ_0007024","hsa-miR-634"
"66790","hsa_circ_0007024","hsa-miR-653"
"66791","hsa_circ_0007024","hsa-miR-665"
"66792","hsa_circ_0007024","hsa-miR-873"
"66793","hsa_circ_0007024","hsa-miR-885-3p"
"66794","hsa_circ_0008032","hsa-miR-1305"
"66795","hsa_circ_0008032","hsa-miR-136"
"66796","hsa_circ_0008032","hsa-miR-421"
"66797","hsa_circ_0008032","hsa-miR-498"
"66798","hsa_circ_0008032","hsa-miR-510"
"66799","hsa_circ_0008032","hsa-miR-512-5p"
"66800","hsa_circ_0008032","hsa-miR-513a-3p"
"66801","hsa_circ_0008032","hsa-miR-515-5p"
"66802","hsa_circ_0008032","hsa-miR-520g"
"66803","hsa_circ_0008032","hsa-miR-520h"
"66804","hsa_circ_0008032","hsa-miR-576-5p"
"66805","hsa_circ_0008032","hsa-miR-616"
"66806","hsa_circ_0008032","hsa-miR-634"
"66807","hsa_circ_0008032","hsa-miR-653"
"66808","hsa_circ_0008032","hsa-miR-873"
"66809","hsa_circ_0008032","hsa-miR-942"
"66810","hsa_circ_0057123","hsa-miR-518a-5p"
"66811","hsa_circ_0057123","hsa-miR-527"
"66812","hsa_circ_0057123","hsa-miR-548c-3p"
"66813","hsa_circ_0057123","hsa-miR-587"
"66814","hsa_circ_0057123","hsa-miR-643"
"66815","hsa_circ_0057123","hsa-miR-921"
"66816","hsa_circ_0002642","hsa-miR-1179"
"66817","hsa_circ_0002642","hsa-miR-1205"
"66818","hsa_circ_0002642","hsa-miR-1208"
"66819","hsa_circ_0002642","hsa-miR-1231"
"66820","hsa_circ_0002642","hsa-miR-1236"
"66821","hsa_circ_0002642","hsa-miR-1243"
"66822","hsa_circ_0002642","hsa-miR-1246"
"66823","hsa_circ_0002642","hsa-miR-1263"
"66824","hsa_circ_0002642","hsa-miR-1265"
"66825","hsa_circ_0002642","hsa-miR-1282"
"66826","hsa_circ_0002642","hsa-miR-1286"
"66827","hsa_circ_0002642","hsa-miR-1294"
"66828","hsa_circ_0002642","hsa-miR-1299"
"66829","hsa_circ_0002642","hsa-miR-151-3p"
"66830","hsa_circ_0002642","hsa-miR-155"
"66831","hsa_circ_0002642","hsa-miR-182"
"66832","hsa_circ_0002642","hsa-miR-1825"
"66833","hsa_circ_0002642","hsa-miR-186"
"66834","hsa_circ_0002642","hsa-miR-191"
"66835","hsa_circ_0002642","hsa-miR-194"
"66836","hsa_circ_0002642","hsa-miR-198"
"66837","hsa_circ_0002642","hsa-miR-369-5p"
"66838","hsa_circ_0002642","hsa-miR-370"
"66839","hsa_circ_0002642","hsa-miR-382"
"66840","hsa_circ_0002642","hsa-miR-490-5p"
"66841","hsa_circ_0002642","hsa-miR-503"
"66842","hsa_circ_0002642","hsa-miR-507"
"66843","hsa_circ_0002642","hsa-miR-516b"
"66844","hsa_circ_0002642","hsa-miR-518a-5p"
"66845","hsa_circ_0002642","hsa-miR-520f"
"66846","hsa_circ_0002642","hsa-miR-520g"
"66847","hsa_circ_0002642","hsa-miR-520h"
"66848","hsa_circ_0002642","hsa-miR-526b"
"66849","hsa_circ_0002642","hsa-miR-527"
"66850","hsa_circ_0002642","hsa-miR-557"
"66851","hsa_circ_0002642","hsa-miR-562"
"66852","hsa_circ_0002642","hsa-miR-576-3p"
"66853","hsa_circ_0002642","hsa-miR-578"
"66854","hsa_circ_0002642","hsa-miR-582-3p"
"66855","hsa_circ_0002642","hsa-miR-589"
"66856","hsa_circ_0002642","hsa-miR-591"
"66857","hsa_circ_0002642","hsa-miR-593"
"66858","hsa_circ_0002642","hsa-miR-595"
"66859","hsa_circ_0002642","hsa-miR-599"
"66860","hsa_circ_0002642","hsa-miR-604"
"66861","hsa_circ_0002642","hsa-miR-606"
"66862","hsa_circ_0002642","hsa-miR-616"
"66863","hsa_circ_0002642","hsa-miR-619"
"66864","hsa_circ_0002642","hsa-miR-622"
"66865","hsa_circ_0002642","hsa-miR-629"
"66866","hsa_circ_0002642","hsa-miR-630"
"66867","hsa_circ_0002642","hsa-miR-634"
"66868","hsa_circ_0002642","hsa-miR-644"
"66869","hsa_circ_0002642","hsa-miR-646"
"66870","hsa_circ_0002642","hsa-miR-647"
"66871","hsa_circ_0002642","hsa-miR-653"
"66872","hsa_circ_0002642","hsa-miR-665"
"66873","hsa_circ_0002642","hsa-miR-875-5p"
"66874","hsa_circ_0002642","hsa-miR-889"
"66875","hsa_circ_0002642","hsa-miR-890"
"66876","hsa_circ_0002642","hsa-miR-891a"
"66877","hsa_circ_0002642","hsa-miR-891b"
"66878","hsa_circ_0002642","hsa-miR-892b"
"66879","hsa_circ_0008624","hsa-miR-1264"
"66880","hsa_circ_0008624","hsa-miR-139-5p"
"66881","hsa_circ_0008624","hsa-miR-140-3p"
"66882","hsa_circ_0008624","hsa-miR-31"
"66883","hsa_circ_0008624","hsa-miR-431"
"66884","hsa_circ_0008624","hsa-miR-432"
"66885","hsa_circ_0008624","hsa-miR-513a-5p"
"66886","hsa_circ_0008624","hsa-miR-548p"
"66887","hsa_circ_0008624","hsa-miR-873"
"66888","hsa_circ_0006449","hsa-miR-1179"
"66889","hsa_circ_0006449","hsa-miR-1183"
"66890","hsa_circ_0006449","hsa-miR-1184"
"66891","hsa_circ_0006449","hsa-miR-1205"
"66892","hsa_circ_0006449","hsa-miR-1208"
"66893","hsa_circ_0006449","hsa-miR-1228"
"66894","hsa_circ_0006449","hsa-miR-1245"
"66895","hsa_circ_0006449","hsa-miR-1279"
"66896","hsa_circ_0006449","hsa-miR-1283"
"66897","hsa_circ_0006449","hsa-miR-1825"
"66898","hsa_circ_0006449","hsa-miR-188-3p"
"66899","hsa_circ_0006449","hsa-miR-198"
"66900","hsa_circ_0006449","hsa-miR-421"
"66901","hsa_circ_0006449","hsa-miR-495"
"66902","hsa_circ_0006449","hsa-miR-518a-5p"
"66903","hsa_circ_0006449","hsa-miR-527"
"66904","hsa_circ_0006449","hsa-miR-548m"
"66905","hsa_circ_0006449","hsa-miR-555"
"66906","hsa_circ_0006449","hsa-miR-579"
"66907","hsa_circ_0006449","hsa-miR-606"
"66908","hsa_circ_0006449","hsa-miR-644"
"66909","hsa_circ_0006449","hsa-miR-653"
"66910","hsa_circ_0006449","hsa-miR-766"
"66911","hsa_circ_0006449","hsa-miR-874"
"66912","hsa_circ_0006449","hsa-miR-924"
"66913","hsa_circ_0006449","hsa-miR-936"
"66914","hsa_circ_0001085","hsa-miR-1183"
"66915","hsa_circ_0001085","hsa-miR-1238"
"66916","hsa_circ_0001085","hsa-miR-1294"
"66917","hsa_circ_0001085","hsa-miR-1298"
"66918","hsa_circ_0001085","hsa-miR-1299"
"66919","hsa_circ_0001085","hsa-miR-142-5p"
"66920","hsa_circ_0001085","hsa-miR-217"
"66921","hsa_circ_0001085","hsa-miR-224"
"66922","hsa_circ_0001085","hsa-miR-338-3p"
"66923","hsa_circ_0001085","hsa-miR-409-3p"
"66924","hsa_circ_0001085","hsa-miR-502-5p"
"66925","hsa_circ_0001085","hsa-miR-513a-3p"
"66926","hsa_circ_0001085","hsa-miR-516b"
"66927","hsa_circ_0001085","hsa-miR-518a-5p"
"66928","hsa_circ_0001085","hsa-miR-527"
"66929","hsa_circ_0001085","hsa-miR-570"
"66930","hsa_circ_0001085","hsa-miR-581"
"66931","hsa_circ_0001085","hsa-miR-599"
"66932","hsa_circ_0001085","hsa-miR-607"
"66933","hsa_circ_0001085","hsa-miR-634"
"66934","hsa_circ_0001085","hsa-miR-653"
"66935","hsa_circ_0001085","hsa-miR-654-3p"
"66936","hsa_circ_0001085","hsa-miR-766"
"66937","hsa_circ_0001085","hsa-miR-873"
"66938","hsa_circ_0001085","hsa-miR-889"
"66939","hsa_circ_0001085","hsa-miR-921"
"66940","hsa_circ_0001085","hsa-miR-936"
"66941","hsa_circ_0004001","hsa-miR-1264"
"66942","hsa_circ_0004001","hsa-miR-1283"
"66943","hsa_circ_0004001","hsa-miR-1290"
"66944","hsa_circ_0004001","hsa-miR-431"
"66945","hsa_circ_0004001","hsa-miR-450b-3p"
"66946","hsa_circ_0004001","hsa-miR-556-3p"
"66947","hsa_circ_0004001","hsa-miR-643"
"66948","hsa_circ_0004001","hsa-miR-769-3p"
"66949","hsa_circ_0004001","hsa-miR-889"
"66950","hsa_circ_0004001","hsa-miR-892a"
"66951","hsa_circ_0002431","hsa-miR-1225-3p"
"66952","hsa_circ_0002431","hsa-miR-145"
"66953","hsa_circ_0002431","hsa-miR-182"
"66954","hsa_circ_0002431","hsa-miR-330-3p"
"66955","hsa_circ_0002431","hsa-miR-494"
"66956","hsa_circ_0002431","hsa-miR-646"
"66957","hsa_circ_0002431","hsa-miR-665"
"66958","hsa_circ_0002431","hsa-miR-668"
"66959","hsa_circ_0002431","hsa-miR-767-3p"
"66960","hsa_circ_0002431","hsa-miR-942"
"66961","hsa_circ_0002141","hsa-miR-1231"
"66962","hsa_circ_0002141","hsa-miR-217"
"66963","hsa_circ_0002141","hsa-miR-31"
"66964","hsa_circ_0002141","hsa-miR-606"
"66965","hsa_circ_0002141","hsa-miR-888"
"66966","hsa_circ_0002141","hsa-miR-934"
"66967","hsa_circ_0001095","hsa-miR-1200"
"66968","hsa_circ_0001095","hsa-miR-1206"
"66969","hsa_circ_0001095","hsa-miR-1225-3p"
"66970","hsa_circ_0001095","hsa-miR-1233"
"66971","hsa_circ_0001095","hsa-miR-1248"
"66972","hsa_circ_0001095","hsa-miR-1263"
